Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,0.8273772438659699,-0.7376951317802902,-0.5924805998028934,0.4327933656785018,-0.4736736092984606,-0.5024451714361923,-0.5688371232977537
1,-1.5661069258891573,1.3555735383351193,0.6387890120425206,0.4327933656785018,-0.4736736092984606,0.7868452935884461,1.0051811278149747
1,0.8273772438659699,1.3555735383351193,-0.2846631968415398,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,-0.5688371232977537
1,-1.5661069258891573,1.3555735383351193,0.4079259598215055,0.4327933656785018,-0.4736736092984606,0.4207302360686478,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,0.4079259598215055,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.47811642890864375,2.579199378927703
0,-1.5661069258891573,-0.7376951317802902,1.8700586238879344,-0.47454519624983965,-0.4736736092984606,0.395813560675251,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,-2.131567614609661,2.2474704895351847,0.7676298785983875,-0.22408312108167944,-0.5688371232977537
1,0.8273772438659699,1.3555735383351193,-0.20770884610120144,-0.47454519624983965,2.008933366495236,-0.4242561406845337,-0.5688371232977537
1,-0.3693648410115937,1.3555735383351193,-1.2081154057256003,0.4327933656785018,-0.4736736092984606,-0.042955502088614275,1.0051811278149747
1,0.8273772438659699,1.3555735383351193,-1.977658913128984,0.4327933656785018,0.7676298785983875,-0.312172377522981,-0.5688371232977537
1,-1.5661069258891573,1.3555735383351193,2.1778760268492876,-0.47454519624983965,-0.4736736092984606,-0.11384570873513637,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,-0.7463893012835701,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,0.7157433627828589,0.4327933656785018,5.7328438301857805,-0.018709311778530767,-0.5688371232977537
0,0.8273772438659699,1.3555735383351193,-1.2081154057256003,-0.47454519624983965,-0.4736736092984606,-0.4902797934380587,-0.5688371232977537
1,-0.3693648410115937,1.3555735383351193,1.9470129746282727,-0.47454519624983965,-0.4736736092984606,-0.3262666585535892,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,-2.131567614609661,3.154809051463526,0.7676298785983875,-0.06199888922968464,2.579199378927703
1,-0.3693648410115937,-0.7376951317802902,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.3866707201133388,-0.5688371232977537
0,0.8273772438659699,1.3555735383351193,0.10010855686015202,0.4327933656785018,-0.4736736092984606,-0.2859972841804228,-0.5688371232977537
1,0.8273772438659699,1.3555735383351193,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.5029485386158568,1.0051811278149747
0,-0.3693648410115937,-0.7376951317802902,0.4079259598215055,-0.47454519624983965,-0.4736736092984606,-0.12491978668775715,-0.5688371232977537
1,-0.3693648410115937,-0.7376951317802902,0.33097160908116713,-0.47454519624983965,-0.4736736092984606,-0.3866707201133388,-0.5688371232977537
1,0.8273772438659699,1.3555735383351193,-1.1311610549852618,-0.47454519624983965,-0.4736736092984606,-0.4867562231804066,2.579199378927703
1,-1.5661069258891573,-0.7376951317802902,-0.1307544953608631,-0.47454519624983965,-0.4736736092984606,0.06635974158478332,-0.5688371232977537
0,0.8273772438659699,1.3555735383351193,-1.6698415101676305,2.2474704895351847,0.7676298785983875,-0.22408312108167944,-0.5688371232977537
1,0.8273772438659699,1.3555735383351193,0.6387890120425206,0.4327933656785018,5.7328438301857805,-0.016444159470040142,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.5029485386158568,1.0051811278149747
0,-1.5661069258891573,-0.7376951317802902,-0.8233436520239084,2.2474704895351847,2.008933366495236,4.647001076532463,-0.5688371232977537
1,0.8273772438659699,1.3555735383351193,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.48977642625839407,2.579199378927703
0,0.8273772438659699,-0.7376951317802902,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,-0.5688371232977537
0,-1.5661069258891573,-0.7376951317802902,0.7926977135231973,-0.47454519624983965,-0.4736736092984606,-0.09027201697708476,1.0051811278149747
1,-1.5661069258891573,1.3555735383351193,-1.8341731675064317e-16,0.4327933656785018,-0.4736736092984606,2.301728820789,1.0051811278149747
1,0.8273772438659699,1.3555735383351193,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.49237782784290063,2.579199378927703
0,-0.3693648410115937,-0.7376951317802902,2.7935108327719944,-0.47454519624983965,-0.4736736092984606,-0.43700743807979686,-0.5688371232977537
0,-1.5661069258891573,-0.7376951317802902,-0.1307544953608631,0.4327933656785018,-0.4736736092984606,1.0060617003323709,1.0051811278149747
0,-1.5661069258891573,-0.7376951317802902,0.946606415003874,0.4327933656785018,-0.4736736092984606,0.39858208016340624,-0.5688371232977537
1,0.8273772438659699,-0.7376951317802902,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.5028639729296732,1.0051811278149747
0,0.8273772438659699,-0.7376951317802902,-0.6694349505432317,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,-0.5688371232977537
0,0.8273772438659699,1.3555735383351193,-0.9002980027642468,1.3401319276068433,-0.4736736092984606,-0.2859972841804228,-0.5688371232977537
1,0.8273772438659699,1.3555735383351193,-1.2081154057256003,0.4327933656785018,-0.4736736092984606,-0.42207354059350805,1.0051811278149747
0,0.8273772438659699,1.3555735383351193,0.7926977135231973,0.4327933656785018,-0.4736736092984606,-0.4576454924460446,-0.5688371232977537
0,-0.3693648410115937,1.3555735383351193,-0.20770884610120144,0.4327933656785018,-0.4736736092984606,-0.22559322262067316,-0.5688371232977537
0,0.8273772438659699,-0.7376951317802902,-1.8341731675064317e-16,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,1.0051811278149747
1,-0.3693648410115937,1.3555735383351193,-2.0546132638693226,0.4327933656785018,2.008933366495236,0.18876253192945994,1.0051811278149747
